2011 super output area - lower layer,mnemonic,All categories: Method of travel to work,Bicycle,On foot,per_Bicycle,per_Walk
Havering 003E,E01002307,1184,3,30,0.002824859,0.028248588
Havering 004A,E01002280,1058,6,54,0.005649718,0.050847458
Havering 004B,E01002282,1094,4,43,0.003766478,0.040489642
Havering 004C,E01002284,1258,8,62,0.007532957,0.058380414
Havering 004D,E01002297,1107,5,53,0.004708098,0.049905838
Havering 004E,E01002314,1104,12,49,0.011299435,0.04613936
Havering 004F,E01002316,1092,2,61,0.001883239,0.057438795
Havering 005A,E01002302,1131,6,36,0.005649718,0.033898305
Havering 005B,E01002305,1102,1,20,0.00094162,0.018832392
Havering 005C,E01002308,1158,7,35,0.006591337,0.032956685
Havering 005D,E01002326,1072,9,46,0.008474576,0.043314501
Havering 005E,E01002331,1104,8,27,0.007532957,0.025423729
Havering 006A,E01002309,1093,7,35,0.006591337,0.032956685
Havering 006B,E01002310,1176,1,53,0.00094162,0.049905838
Havering 006C,E01002311,1176,13,46,0.012241055,0.043314501
Havering 006D,E01002315,1094,6,34,0.005649718,0.032015066
Havering 007A,E01002293,1221,11,42,0.010357815,0.039548023
Havering 007B,E01002294,1094,4,53,0.003766478,0.049905838
Havering 007C,E01002296,1236,9,28,0.008474576,0.026365348
Havering 007D,E01002298,1118,2,30,0.001883239,0.028248588
Havering 007E,E01002300,1146,6,36,0.005649718,0.033898305
Havering 008A,E01002333,942,10,27,0.009416196,0.025423729
Havering 008B,E01002334,1252,2,45,0.001883239,0.042372881
Havering 008C,E01002336,1083,6,31,0.005649718,0.029190207
Havering 008D,E01002339,1155,9,62,0.008474576,0.058380414
Havering 008E,E01002341,976,7,27,0.006591337,0.025423729
Havering 009A,E01002327,1069,3,40,0.002824859,0.037664783
Havering 009B,E01002328,1239,5,59,0.004708098,0.055555556
Havering 009C,E01002332,1168,7,37,0.006591337,0.034839925
Havering 009D,E01002335,1063,5,44,0.004708098,0.041431262
Havering 009E,E01002338,980,6,45,0.005649718,0.042372881
Havering 009F,E01002340,993,3,81,0.002824859,0.076271186
Havering 010A,E01002268,947,3,33,0.002824859,0.031073446
Havering 010B,E01002269,1251,3,26,0.002824859,0.024482109
Havering 010C,E01002295,1186,6,29,0.005649718,0.027306968
Havering 010D,E01002377,1189,2,45,0.001883239,0.042372881
Havering 010E,E01002378,1237,8,51,0.007532957,0.048022599
Havering 010F,E01002383,1158,9,36,0.008474576,0.033898305
Havering 011A,E01002244,1268,16,84,0.015065913,0.079096045
Havering 011B,E01002245,1075,10,92,0.009416196,0.086629002
Havering 011C,E01002325,1161,13,42,0.012241055,0.039548023
Havering 011D,E01002329,1148,12,47,0.011299435,0.044256121
Havering 011E,E01002330,1249,12,43,0.011299435,0.040489642
Havering 012A,E01002337,914,6,25,0.005649718,0.02354049
Havering 012B,E01002354,958,9,47,0.008474576,0.044256121
Havering 012C,E01002376,1074,4,23,0.003766478,0.02165725
Havering 012D,E01002379,1097,7,61,0.006591337,0.057438795
Havering 012E,E01002380,1597,11,60,0.010357815,0.056497175
Havering 012F,E01002381,1129,3,26,0.002824859,0.024482109
Havering 013A,E01002243,1333,2,118,0.001883239,0.111111111
Havering 013B,E01002353,1481,12,110,0.011299435,0.103578154
Havering 013C,E01002356,1597,13,158,0.012241055,0.148775895
Havering 013E,E01032741,893,7,98,0.006591337,0.092278719
Havering 013F,E01032742,948,4,61,0.003766478,0.057438795
Havering 014A,E01002272,995,9,37,0.008474576,0.034839925
Havering 014B,E01002274,1199,6,34,0.005649718,0.032015066
Havering 014C,E01002317,1134,6,40,0.005649718,0.037664783
Havering 014D,E01002318,1207,5,48,0.004708098,0.04519774
Havering 014E,E01002355,1071,8,64,0.007532957,0.060263653
Havering 014F,E01002382,1331,6,66,0.005649718,0.062146893
Havering 015A,E01002270,1226,3,16,0.002824859,0.015065913
Havering 015B,E01002271,1125,6,17,0.005649718,0.016007533
Havering 015C,E01002273,1010,2,20,0.001883239,0.018832392
Havering 015D,E01002275,1024,2,17,0.001883239,0.016007533
Havering 016A,E01002319,1180,4,93,0.003766478,0.087570621
Havering 016B,E01002350,1150,5,108,0.004708098,0.101694915
Havering 016C,E01002351,1191,10,94,0.009416196,0.088512241
Havering 016D,E01002352,1223,7,108,0.006591337,0.101694915
Havering 016E,E01002358,1407,10,133,0.009416196,0.125235405
Havering 017A,E01002246,1176,8,77,0.007532957,0.072504708
Havering 017B,E01002247,1320,15,114,0.014124294,0.107344633
Havering 017C,E01002248,983,4,78,0.003766478,0.073446328
Havering 017D,E01002249,1419,13,236,0.012241055,0.222222222
Havering 017E,E01002250,1185,21,60,0.019774011,0.056497175
Havering 017F,E01002251,994,16,36,0.015065913,0.033898305
Havering 018A,E01002252,1058,3,30,0.002824859,0.028248588
Havering 018B,E01002256,1020,5,25,0.004708098,0.02354049
Havering 018C,E01002258,1128,7,45,0.006591337,0.042372881
Havering 018D,E01002259,1045,6,23,0.005649718,0.02165725
Havering 018E,E01002391,1072,4,55,0.003766478,0.051789077
Havering 019A,E01002253,1069,3,21,0.002824859,0.019774011
Havering 019B,E01002254,1106,6,49,0.005649718,0.04613936
Havering 019C,E01002257,1170,8,48,0.007532957,0.04519774
Havering 019D,E01002384,1089,7,51,0.006591337,0.048022599
Havering 020A,E01002359,938,7,52,0.006591337,0.048964218
Havering 020B,E01002360,963,2,38,0.001883239,0.035781544
Havering 020C,E01002361,1264,5,80,0.004708098,0.075329567
Havering 020D,E01002363,1144,8,58,0.007532957,0.054613936
Havering 020E,E01002367,1165,4,46,0.003766478,0.043314501
Havering 021A,E01002320,1127,16,55,0.015065913,0.051789077
Havering 021B,E01002321,1219,10,47,0.009416196,0.044256121
Havering 021C,E01002322,1515,12,72,0.011299435,0.06779661
Havering 021D,E01002323,1190,6,56,0.005649718,0.052730697
Havering 021E,E01002324,1080,9,47,0.008474576,0.044256121
Havering 022A,E01002255,1069,3,20,0.002824859,0.018832392
Havering 022B,E01002289,1147,12,49,0.011299435,0.04613936
Havering 022C,E01002292,1072,7,35,0.006591337,0.032956685
Havering 022D,E01002362,1116,3,37,0.002824859,0.034839925
Havering 022E,E01002386,1344,4,71,0.003766478,0.066854991
Havering 023A,E01002287,1165,3,37,0.002824859,0.034839925
Havering 023B,E01002291,1238,8,41,0.007532957,0.038606403
Havering 023C,E01002364,1017,6,33,0.005649718,0.031073446
Havering 023D,E01002365,955,8,27,0.007532957,0.025423729
Havering 023E,E01002366,1081,15,33,0.014124294,0.031073446
Havering 024A,E01002385,1142,6,47,0.005649718,0.044256121
Havering 024B,E01002387,1127,6,44,0.005649718,0.041431262
Havering 024C,E01002388,1180,5,40,0.004708098,0.037664783
Havering 024D,E01002389,1104,4,43,0.003766478,0.040489642
Havering 024E,E01002390,1054,6,42,0.005649718,0.039548023
Havering 025A,E01002265,1127,13,32,0.012241055,0.030131827
Havering 025B,E01002285,929,3,35,0.002824859,0.032956685
Havering 025C,E01002286,1201,7,41,0.006591337,0.038606403
Havering 025D,E01002288,1188,6,50,0.005649718,0.047080979
Havering 025E,E01002290,1084,3,40,0.002824859,0.037664783
Havering 026A,E01002260,1164,5,32,0.004708098,0.030131827
Havering 026B,E01002261,1184,9,33,0.008474576,0.031073446
Havering 026C,E01002262,1143,4,20,0.003766478,0.018832392
Havering 026D,E01002263,1245,10,35,0.009416196,0.032956685
Havering 026E,E01002264,991,6,33,0.005649718,0.031073446
Havering 027A,E01002266,990,8,19,0.007532957,0.017890772
Havering 027B,E01002267,1131,3,31,0.002824859,0.029190207
Havering 027C,E01002372,1150,11,44,0.010357815,0.041431262
Havering 027D,E01002373,1119,2,28,0.001883239,0.026365348
Havering 027E,E01002374,1099,6,16,0.005649718,0.015065913
Havering 028A,E01002368,1141,13,39,0.012241055,0.036723164
Havering 028B,E01002369,1369,10,30,0.009416196,0.028248588
Havering 028C,E01002370,1425,12,35,0.011299435,0.032956685
Havering 028D,E01002371,1156,7,26,0.006591337,0.024482109
Havering 028E,E01002375,1132,14,33,0.013182674,0.031073446
Havering 029A,E01002343,1253,3,23,0.002824859,0.02165725
Havering 029B,E01002344,1118,8,26,0.007532957,0.024482109
Havering 029C,E01002348,1140,6,18,0.005649718,0.016949153
Havering 029D,E01002349,1140,4,30,0.003766478,0.028248588
Havering 030A,E01002342,1121,9,55,0.008474576,0.051789077
Havering 030B,E01002345,1175,8,52,0.007532957,0.048964218
Havering 030C,E01002346,1128,6,46,0.005649718,0.043314501
Havering 030D,E01002347,1029,5,29,0.004708098,0.027306968
Hillingdon 001A,E01002473,1191,6,19,0.005649718,0.017890772
Hillingdon 001B,E01002475,1075,2,57,0.001883239,0.053672316
Hillingdon 001C,E01002476,1160,3,43,0.002824859,0.040489642
Hillingdon 001D,E01002477,933,6,50,0.005649718,0.047080979
Hillingdon 001E,E01002482,1138,4,33,0.003766478,0.031073446
Hillingdon 002A,E01002472,1166,9,49,0.008474576,0.04613936
Hillingdon 002B,E01002474,1090,11,34,0.010357815,0.032015066
Hillingdon 002C,E01002478,1122,4,56,0.003766478,0.052730697
Hillingdon 002D,E01002483,1264,8,55,0.007532957,0.051789077
Hillingdon 002E,E01002484,1057,11,57,0.010357815,0.053672316
Hillingdon 002F,E01002485,1261,7,39,0.006591337,0.036723164
Hillingdon 003A,E01002438,928,6,37,0.005649718,0.034839925
Hillingdon 003B,E01002439,1125,8,176,0.007532957,0.165725047
Hillingdon 003C,E01002440,1015,16,65,0.015065913,0.061205273
Hillingdon 003D,E01002441,1137,10,68,0.009416196,0.064030132
Hillingdon 003E,E01002442,1118,12,47,0.011299435,0.044256121
Hillingdon 004A,E01002433,1345,8,39,0.007532957,0.036723164
Hillingdon 004B,E01002436,1157,10,38,0.009416196,0.035781544
Hillingdon 004C,E01002479,1202,7,32,0.006591337,0.030131827
Hillingdon 004D,E01002480,1275,8,33,0.007532957,0.031073446
Hillingdon 004E,E01002481,1175,12,51,0.011299435,0.048022599
Hillingdon 005A,E01002533,1061,3,40,0.002824859,0.037664783
Hillingdon 005B,E01002534,1030,15,30,0.014124294,0.028248588
Hillingdon 005C,E01002538,1194,1,44,0.00094162,0.041431262
Hillingdon 005D,E01002539,1079,13,41,0.012241055,0.038606403
Hillingdon 006A,E01002418,1234,11,47,0.010357815,0.044256121
Hillingdon 006B,E01002419,1107,12,35,0.011299435,0.032956685
Hillingdon 006C,E01002431,1004,8,29,0.007532957,0.027306968
Hillingdon 006D,E01002432,1153,11,41,0.010357815,0.038606403
Hillingdon 006E,E01002437,1024,6,25,0.005649718,0.02354049
Hillingdon 007A,E01002430,1097,10,21,0.009416196,0.019774011
Hillingdon 007B,E01002434,954,14,31,0.013182674,0.029190207
Hillingdon 007C,E01002435,1051,7,44,0.006591337,0.041431262
Hillingdon 007D,E01002470,1212,12,63,0.011299435,0.059322034
Hillingdon 007E,E01002535,1340,12,65,0.011299435,0.061205273
Hillingdon 008A,E01002416,1267,10,48,0.009416196,0.04519774
Hillingdon 008B,E01002417,1135,12,45,0.011299435,0.042372881
Hillingdon 008C,E01002420,1153,10,36,0.009416196,0.033898305
Hillingdon 008D,E01002421,1196,8,39,0.007532957,0.036723164
Hillingdon 008E,E01002471,1189,8,50,0.007532957,0.047080979
Hillingdon 009A,E01002465,1108,13,53,0.012241055,0.049905838
Hillingdon 009B,E01002467,999,7,48,0.006591337,0.04519774
Hillingdon 009C,E01002494,1252,11,48,0.010357815,0.04519774
Hillingdon 009D,E01002536,1021,31,48,0.029190207,0.04519774
Hillingdon 009E,E01002537,1072,9,33,0.008474576,0.031073446
Hillingdon 010A,E01002415,1256,7,35,0.006591337,0.032956685
Hillingdon 010B,E01002466,1177,15,37,0.014124294,0.034839925
Hillingdon 010C,E01002468,1250,7,49,0.006591337,0.04613936
Hillingdon 010D,E01002469,1247,7,49,0.006591337,0.04613936
Hillingdon 010E,E01002495,1753,70,364,0.065913371,0.342749529
Hillingdon 011A,E01002458,1020,10,42,0.009416196,0.039548023
Hillingdon 011B,E01002459,1132,11,38,0.010357815,0.035781544
Hillingdon 011C,E01002460,926,11,32,0.010357815,0.030131827
Hillingdon 011D,E01002462,992,16,24,0.015065913,0.02259887
Hillingdon 011E,E01002464,1100,14,26,0.013182674,0.024482109
Hillingdon 013A,E01002461,1075,3,27,0.002824859,0.025423729
Hillingdon 013B,E01002463,1122,15,23,0.014124294,0.02165725
Hillingdon 013C,E01002512,1282,12,96,0.011299435,0.09039548
Hillingdon 013D,E01002513,1024,11,41,0.010357815,0.038606403
Hillingdon 013E,E01002516,1081,5,31,0.004708098,0.029190207
Hillingdon 014A,E01002450,1012,14,30,0.013182674,0.028248588
Hillingdon 014B,E01002451,1082,8,46,0.007532957,0.043314501
Hillingdon 014C,E01002452,1136,9,40,0.008474576,0.037664783
Hillingdon 014D,E01002453,1233,9,64,0.008474576,0.060263653
Hillingdon 014E,E01002454,1203,18,27,0.016949153,0.025423729
Hillingdon 015A,E01002414,3058,11,207,0.010357815,0.194915254
Hillingdon 015C,E01002514,1440,26,144,0.024482109,0.13559322
Hillingdon 015D,E01002515,1201,16,122,0.015065913,0.114877589
Hillingdon 015F,E01033725,1868,22,143,0.020715631,0.134651601
Hillingdon 016B,E01002520,1200,9,121,0.008474576,0.11393597
Hillingdon 016C,E01002521,1307,13,164,0.012241055,0.154425612
Hillingdon 016D,E01002523,1286,13,143,0.012241055,0.134651601
Hillingdon 016F,E01033724,4362,40,353,0.037664783,0.332391714
Hillingdon 017A,E01002410,1308,18,65,0.016949153,0.061205273
Hillingdon 017B,E01002412,1787,12,238,0.011299435,0.224105461
Hillingdon 017C,E01002456,1109,10,56,0.009416196,0.052730697
Hillingdon 017D,E01002509,1047,5,45,0.004708098,0.042372881
Hillingdon 017E,E01002511,1122,5,61,0.004708098,0.057438795
Hillingdon 018A,E01002422,1010,4,38,0.003766478,0.035781544
Hillingdon 018B,E01002423,1196,15,25,0.014124294,0.02354049
Hillingdon 018C,E01002424,1136,7,33,0.006591337,0.031073446
Hillingdon 018D,E01002425,1333,17,47,0.016007533,0.044256121
Hillingdon 018E,E01002427,1084,11,26,0.010357815,0.024482109
Hillingdon 018F,E01002428,1054,11,26,0.010357815,0.024482109
Hillingdon 019A,E01002408,1159,8,63,0.007532957,0.059322034
Hillingdon 019B,E01002409,1248,13,36,0.012241055,0.033898305
Hillingdon 019C,E01002429,989,9,31,0.008474576,0.029190207
Hillingdon 019D,E01002455,1259,12,49,0.011299435,0.04613936
Hillingdon 019E,E01002457,1138,13,68,0.012241055,0.064030132
Hillingdon 020A,E01002392,1075,8,26,0.007532957,0.024482109
Hillingdon 020B,E01002393,1391,14,37,0.013182674,0.034839925
Hillingdon 020C,E01002540,1211,15,33,0.014124294,0.031073446
Hillingdon 020D,E01002542,1303,6,38,0.005649718,0.035781544
Hillingdon 020E,E01002543,1160,11,32,0.010357815,0.030131827
Hillingdon 021A,E01002394,1101,10,27,0.009416196,0.025423729
Hillingdon 021B,E01002395,1054,9,32,0.008474576,0.030131827
Hillingdon 021C,E01002397,1248,4,57,0.003766478,0.053672316
Hillingdon 021D,E01002398,1312,13,40,0.012241055,0.037664783
Hillingdon 021E,E01002399,1172,8,30,0.007532957,0.028248588
Hillingdon 021F,E01002426,1199,8,24,0.007532957,0.02259887
Hillingdon 022A,E01002411,1290,24,91,0.02259887,0.085687382
Hillingdon 022B,E01002413,1093,20,60,0.018832392,0.056497175
Hillingdon 022C,E01002518,1060,18,56,0.016949153,0.052730697
Hillingdon 022D,E01002519,1171,26,86,0.024482109,0.080979284
Hillingdon 022E,E01002550,1373,28,90,0.026365348,0.084745763
Hillingdon 022F,E01002554,1955,23,122,0.02165725,0.114877589
Hillingdon 023A,E01002541,1451,20,21,0.018832392,0.019774011
Hillingdon 023B,E01002544,1241,10,35,0.009416196,0.032956685
Hillingdon 023C,E01002545,1001,13,34,0.012241055,0.032015066
Hillingdon 023D,E01002546,1140,14,33,0.013182674,0.031073446
Hillingdon 023E,E01002547,1140,11,43,0.010357815,0.040489642
Hillingdon 024A,E01002400,1288,10,41,0.009416196,0.038606403
Hillingdon 024B,E01002401,1224,12,39,0.011299435,0.036723164
Hillingdon 024C,E01002402,1075,9,30,0.008474576,0.028248588
Hillingdon 024D,E01002403,1227,7,34,0.006591337,0.032015066
Hillingdon 024E,E01002404,1259,15,41,0.014124294,0.038606403
Hillingdon 025A,E01002548,1114,16,55,0.015065913,0.051789077
Hillingdon 025B,E01002549,1323,19,56,0.017890772,0.052730697
Hillingdon 025C,E01002551,1378,17,89,0.016007533,0.083804143
Hillingdon 025D,E01002552,1155,14,85,0.013182674,0.080037665
Hillingdon 025E,E01002553,1227,19,90,0.017890772,0.084745763
Hillingdon 026A,E01002396,1241,7,43,0.006591337,0.040489642
Hillingdon 026B,E01002501,1210,7,51,0.006591337,0.048022599
Hillingdon 026C,E01002502,1169,7,55,0.006591337,0.051789077
Hillingdon 026D,E01002505,1213,14,38,0.013182674,0.035781544
Hillingdon 026E,E01002508,1356,13,49,0.012241055,0.04613936
Hillingdon 027A,E01002405,1401,21,47,0.019774011,0.044256121
Hillingdon 027B,E01002406,1501,9,64,0.008474576,0.060263653
Hillingdon 027C,E01002503,1240,10,66,0.009416196,0.062146893
Hillingdon 027D,E01002504,1466,18,58,0.016949153,0.054613936
Hillingdon 027E,E01002506,1302,7,67,0.006591337,0.063088512
Hillingdon 027F,E01002507,1211,8,45,0.007532957,0.042372881
Hillingdon 028A,E01002486,1485,14,35,0.013182674,0.032956685
Hillingdon 028B,E01002487,1304,8,29,0.007532957,0.027306968
Hillingdon 028C,E01002526,1334,17,60,0.016007533,0.056497175
Hillingdon 028D,E01002528,1196,18,45,0.016949153,0.042372881
Hillingdon 028E,E01002532,1643,17,46,0.016007533,0.043314501
Hillingdon 029A,E01002445,1042,13,49,0.012241055,0.04613936
Hillingdon 029B,E01002525,1218,18,71,0.016949153,0.066854991
Hillingdon 029C,E01002529,1536,13,87,0.012241055,0.081920904
Hillingdon 029D,E01002530,1034,15,42,0.014124294,0.039548023
Hillingdon 029E,E01002531,1232,15,55,0.014124294,0.051789077
Hillingdon 030A,E01002407,1702,17,56,0.016007533,0.052730697
Hillingdon 030B,E01002488,1219,2,41,0.001883239,0.038606403
Hillingdon 030C,E01002489,1329,13,34,0.012241055,0.032015066
Hillingdon 030D,E01002490,1499,12,51,0.011299435,0.048022599
Hillingdon 030E,E01002492,1161,7,36,0.006591337,0.033898305
Hillingdon 031A,E01002444,1517,20,104,0.018832392,0.097928437
Hillingdon 031B,E01002446,1171,15,84,0.014124294,0.079096045
Hillingdon 031C,E01002447,1331,12,53,0.011299435,0.049905838
Hillingdon 031D,E01002527,1073,11,43,0.010357815,0.040489642
Hillingdon 032A,E01002443,1208,7,50,0.006591337,0.047080979
Hillingdon 032B,E01002448,1448,9,54,0.008474576,0.050847458
Hillingdon 032C,E01002449,1395,12,67,0.011299435,0.063088512
Hillingdon 032D,E01002491,1118,2,31,0.001883239,0.029190207
Hillingdon 032E,E01002493,1218,11,44,0.010357815,0.041431262
Hillingdon 033A,E01002496,1315,11,45,0.010357815,0.042372881
Hillingdon 033B,E01002497,1318,12,46,0.011299435,0.043314501
Hillingdon 033C,E01002498,1021,6,61,0.005649718,0.057438795
Hillingdon 033D,E01002499,1243,9,43,0.008474576,0.040489642
Hillingdon 033E,E01032577,1225,14,33,0.013182674,0.031073446
Hounslow 001A,E01002569,1383,67,93,0.063088512,0.087570621
Hounslow 001B,E01002570,1362,61,112,0.057438795,0.105461394
Hounslow 001C,E01002573,1230,68,71,0.064030132,0.066854991
Hounslow 001D,E01002574,1190,49,76,0.04613936,0.071563089
Hounslow 001E,E01002575,1316,63,89,0.059322034,0.083804143
Hounslow 003A,E01002562,1066,38,64,0.035781544,0.060263653
Hounslow 003B,E01002564,1386,39,75,0.036723164,0.070621469
Hounslow 003C,E01002566,1618,38,95,0.035781544,0.089453861
Hounslow 003D,E01002568,2029,53,120,0.049905838,0.11299435
Hounslow 003F,E01033081,1020,23,74,0.02165725,0.069679849
Hounslow 003G,E01033082,954,43,67,0.040489642,0.063088512
Hounslow 004A,E01002620,1295,14,44,0.013182674,0.041431262
Hounslow 004B,E01002625,1289,6,32,0.005649718,0.030131827
Hounslow 004C,E01002626,1263,5,36,0.004708098,0.033898305
Hounslow 004D,E01002627,1219,13,31,0.012241055,0.029190207
Hounslow 004E,E01002631,1195,9,47,0.008474576,0.044256121
Hounslow 005A,E01002633,1164,9,30,0.008474576,0.028248588
Hounslow 005B,E01002634,1164,8,27,0.007532957,0.025423729
Hounslow 005C,E01002637,1230,5,33,0.004708098,0.031073446
Hounslow 005D,E01002638,1277,5,27,0.004708098,0.025423729
Hounslow 006A,E01002563,1288,27,71,0.025423729,0.066854991
Hounslow 006B,E01002565,2421,94,138,0.088512241,0.129943503
Hounslow 006C,E01002567,1378,69,89,0.064971751,0.083804143
Hounslow 006D,E01002684,1884,67,135,0.063088512,0.127118644
Hounslow 006E,E01002686,1323,24,90,0.02259887,0.084745763
Hounslow 007A,E01002571,1013,70,52,0.065913371,0.048964218
Hounslow 007B,E01002572,1202,58,66,0.054613936,0.062146893
Hounslow 007C,E01002577,1261,77,107,0.072504708,0.100753296
Hounslow 007D,E01002578,1103,57,36,0.053672316,0.033898305
Hounslow 007E,E01002689,1199,50,78,0.047080979,0.073446328
Hounslow 007F,E01002690,1128,40,74,0.037664783,0.069679849
Hounslow 008A,E01002576,1283,65,77,0.061205273,0.072504708
Hounslow 008B,E01002579,1339,69,53,0.064971751,0.049905838
Hounslow 008C,E01002580,1068,40,83,0.037664783,0.078154426
Hounslow 008D,E01002581,1492,71,114,0.066854991,0.107344633
Hounslow 008E,E01002582,1245,72,87,0.06779661,0.081920904
Hounslow 009A,E01002675,1824,41,101,0.038606403,0.095103578
Hounslow 009B,E01002678,1451,22,72,0.020715631,0.06779661
Hounslow 009C,E01002679,1365,38,80,0.035781544,0.075329567
Hounslow 009D,E01002680,1512,38,55,0.035781544,0.051789077
Hounslow 010A,E01002619,1448,14,43,0.013182674,0.040489642
Hounslow 010B,E01002622,1317,13,29,0.012241055,0.027306968
Hounslow 010C,E01002632,1351,12,31,0.011299435,0.029190207
Hounslow 010D,E01002635,1325,6,35,0.005649718,0.032956685
Hounslow 010E,E01002636,1520,16,43,0.015065913,0.040489642
Hounslow 011A,E01002618,1322,9,66,0.008474576,0.062146893
Hounslow 011B,E01002621,1368,18,50,0.016949153,0.047080979
Hounslow 011C,E01002623,1208,7,45,0.006591337,0.042372881
Hounslow 011D,E01002628,1491,6,52,0.005649718,0.048964218
Hounslow 011E,E01002629,1525,16,69,0.015065913,0.064971751
Hounslow 012A,E01002630,1294,7,49,0.006591337,0.04613936
Hounslow 012B,E01002639,1335,13,66,0.012241055,0.062146893
Hounslow 012C,E01002640,1449,11,82,0.010357815,0.077212806
Hounslow 012D,E01002674,1285,22,47,0.020715631,0.044256121
Hounslow 012E,E01002676,1324,14,37,0.013182674,0.034839925
Hounslow 013A,E01002583,1278,11,34,0.010357815,0.032015066
Hounslow 013B,E01002584,1264,7,42,0.006591337,0.039548023
Hounslow 013C,E01002585,1246,17,57,0.016007533,0.053672316
Hounslow 013D,E01002586,1302,19,48,0.017890772,0.04519774
Hounslow 013E,E01002589,1436,20,78,0.018832392,0.073446328
Hounslow 014A,E01002668,1516,47,88,0.044256121,0.082862524
Hounslow 014B,E01002669,1290,38,84,0.035781544,0.079096045
Hounslow 014C,E01002681,1558,35,140,0.032956685,0.131826742
Hounslow 014D,E01002682,1731,64,117,0.060263653,0.110169492
Hounslow 014E,E01002683,1896,60,110,0.056497175,0.103578154
Hounslow 015A,E01002642,1532,9,78,0.008474576,0.073446328
Hounslow 015B,E01002643,1669,25,85,0.02354049,0.080037665
Hounslow 015C,E01002645,1599,33,100,0.031073446,0.094161959
Hounslow 015D,E01002658,988,45,58,0.042372881,0.054613936
Hounslow 015E,E01002677,1213,22,83,0.020715631,0.078154426
Hounslow 016A,E01002587,1436,15,43,0.014124294,0.040489642
Hounslow 016B,E01002588,1200,15,61,0.014124294,0.057438795
Hounslow 016C,E01002660,1380,15,66,0.014124294,0.062146893
Hounslow 016D,E01002661,1469,10,48,0.009416196,0.04519774
Hounslow 016E,E01002665,1202,12,43,0.011299435,0.040489642
Hounslow 017A,E01002624,1143,11,45,0.010357815,0.042372881
Hounslow 017B,E01002646,1421,19,47,0.017890772,0.044256121
Hounslow 017C,E01002662,1634,6,94,0.005649718,0.088512241
Hounslow 017D,E01002663,1552,14,65,0.013182674,0.061205273
Hounslow 017E,E01002664,1341,15,68,0.014124294,0.064030132
Hounslow 018A,E01002641,1485,12,66,0.011299435,0.062146893
Hounslow 018C,E01002648,2029,32,125,0.030131827,0.117702448
Hounslow 018D,E01002649,1436,15,88,0.014124294,0.082862524
Hounslow 018E,E01002657,1379,39,61,0.036723164,0.057438795
Hounslow 018F,E01033083,1297,7,57,0.006591337,0.053672316
Hounslow 018G,E01033084,1326,8,70,0.007532957,0.065913371
Hounslow 019A,E01002653,1388,17,61,0.016007533,0.057438795
Hounslow 019B,E01002654,1360,29,62,0.027306968,0.058380414
Hounslow 019C,E01002655,1411,24,84,0.02259887,0.079096045
Hounslow 019D,E01002656,968,27,51,0.025423729,0.048022599
Hounslow 019E,E01002659,1013,27,55,0.025423729,0.051789077
Hounslow 020A,E01002667,1195,37,83,0.034839925,0.078154426
Hounslow 020B,E01002670,1308,40,80,0.037664783,0.075329567
Hounslow 020C,E01002671,1242,58,84,0.054613936,0.079096045
Hounslow 020D,E01002672,1197,40,83,0.037664783,0.078154426
Hounslow 020E,E01002673,1102,18,82,0.016949153,0.077212806
Hounslow 021A,E01002647,1544,23,57,0.02165725,0.053672316
Hounslow 021B,E01002650,1684,23,65,0.02165725,0.061205273
Hounslow 021C,E01002651,1359,13,61,0.012241055,0.057438795
Hounslow 021D,E01002652,1373,16,55,0.015065913,0.051789077
Hounslow 021E,E01002666,1236,24,106,0.02259887,0.099811676
Hounslow 022A,E01002555,1434,23,46,0.02165725,0.043314501
Hounslow 022B,E01002556,1190,24,49,0.02259887,0.04613936
Hounslow 022C,E01002590,1361,30,65,0.028248588,0.061205273
Hounslow 022D,E01002592,1448,30,63,0.028248588,0.059322034
Hounslow 022E,E01002595,1430,28,80,0.026365348,0.075329567
Hounslow 023A,E01002557,1293,28,51,0.026365348,0.048022599
Hounslow 023B,E01002558,1397,20,70,0.018832392,0.065913371
Hounslow 023C,E01002559,1657,40,66,0.037664783,0.062146893
Hounslow 023D,E01002560,1231,26,56,0.024482109,0.052730697
Hounslow 023E,E01002561,957,28,43,0.026365348,0.040489642
Hounslow 024A,E01002591,1256,38,48,0.035781544,0.04519774
Hounslow 024B,E01002593,1559,18,87,0.016949153,0.081920904
Hounslow 024C,E01002594,1422,19,78,0.017890772,0.073446328
Hounslow 024D,E01002611,1310,18,65,0.016949153,0.061205273
Hounslow 024E,E01002612,1219,23,54,0.02165725,0.050847458
Hounslow 024F,E01002613,1287,31,51,0.029190207,0.048022599
Hounslow 025B,E01002598,1328,25,87,0.02354049,0.081920904
Hounslow 025C,E01002599,1152,21,72,0.019774011,0.06779661
Hounslow 025D,E01002600,1096,17,60,0.016007533,0.056497175
Hounslow 025E,E01002603,1362,35,54,0.032956685,0.050847458
Hounslow 025F,E01033000,1208,25,83,0.02354049,0.078154426
Hounslow 025G,E01033030,1319,16,58,0.015065913,0.054613936
Hounslow 026A,E01002604,1149,16,40,0.015065913,0.037664783
Hounslow 026B,E01002605,1312,37,63,0.034839925,0.059322034
Hounslow 026C,E01002606,1183,25,43,0.02354049,0.040489642
Hounslow 026D,E01002607,1361,31,57,0.029190207,0.053672316
Hounslow 026E,E01002615,1073,26,49,0.024482109,0.04613936
